jd,fid,pid,diffmaglim,pdiffimfilename,programpi,programid,candid,isdiffpos,tblid,nid,rcid,field,xpos,ypos,ra,dec,magpsf,sigmapsf,chipsf,magap,sigmagap,distnr,magnr,sigmagnr,chinr,sharpnr,sky,magdiff,fwhm,classtar,mindtoedge,magfromlim,seeratio,aimage,bimage,aimagerat,bimagerat,elong,nneg,nbad,rb,sumrat,magapbig,sigmagapbig,ranr,decnr,scorr,magzpsci,magzpsciunc,magzpscirms,clrcoeff,clrcounc,rbversion,ssdistnr,ssmagnr,ssnamenr,obj_id
2460183.8768287,2,2429376822315,20.4768009185791,/ztf/archive/sci/2023/0827/376829/ztf_20230827376829_000444_zr_c06_o_q4_scimrefdiffimg.fits.fz,Kulkarni,1,2.429376822315015e+18,t,3.0,2429,23,444,2534.909912109375,644.2559814453125,341.7391237,-3.7681243,18.190799713134766,0.05310799926519394,5.1661601066589355,18.204700469970703,0.0575999990105629,0.3008970022201538,17.341999053955078,0.04699999839067459,2.9210000038146973,0.3230000138282776,-0.026069000363349915,0.013944000005722046,1.8300000429153442,1.0,537.5859985351562,2.272089958190918,1.2435499429702759,0.6209999918937683,0.5690000057220459,0.33934399485588074,0.31092900037765503,1.0913900136947632,4.0,0.0,0.9314290285110474,0.9976279735565186,18.252399444580078,0.07509999722242355,341.739169,-3.7681958,13.028,26.376800537109375,6.194430170580745e-06,0.023901499807834625,0.10241899639368057,9.883359780360479e-06,t17_f5_c3,,,,ZTF19abuomnw
2460183.901412,1,2429401412315,20.480199813842773,/ztf/archive/sci/2023/0827/401400/ztf_20230827401400_000444_zg_c06_o_q4_scimrefdiffimg.fits.fz,Kulkarni,1,2.429401412315015e+18,t,4.0,2429,23,444,2543.760009765625,653.3480224609375,341.7391339,-3.7681959,18.372299194335938,0.06781499832868576,4.922609806060791,18.319000244140625,0.05550000071525574,0.1340699940919876,17.937000274658203,0.032999999821186066,2.2809998989105225,0.21400000154972076,-0.0195080004632473,-0.05325999855995178,2.190000057220459,0.9909999966621399,528.7369995117188,2.1612300872802734,1.1803300380706787,0.8009999990463257,0.753000020980835,0.3657529950141907,0.3438360095024109,1.0637500286102295,0.0,0.0,0.9585710167884827,1.0,18.33009910583496,0.07010000199079514,341.739143,-3.7681593,20.8133,26.347299575805664,1.865840022219345e-05,0.04139019921422005,-0.09823159873485565,2.9772600100841373e-05,t17_f5_c3,,,,ZTF19abuomnw
2460185.8150463,2,2431315042315,19.76289939880371,/ztf/archive/sci/2023/0829/315046/ztf_20230829315046_000444_zr_c06_o_q4_scimrefdiffimg.fits.fz,Kulkarni,1,2.431315042315015e+18,t,7.0,2431,23,444,2558.699951171875,605.3109741210938,341.7391323,-3.7681312,18.164199829101562,0.060106001794338226,5.295100212097168,18.188499450683594,0.10419999808073044,0.2640100121498108,17.341999053955078,0.04699999839067459,2.9210000038146973,0.3230000138282776,0.006105000153183937,0.024306999519467354,2.2799999713897705,0.972000002861023,513.8040161132812,1.5743800401687622,0.9809209704399109,0.6589999794960022,0.6110000014305115,0.28903499245643616,0.26798200607299805,1.0785599946975708,3.0,0.0,0.9342859983444214,1.0,18.145999908447266,0.12770000100135803,341.739169,-3.7681958,19.0428,26.37220001220703,8.337499821209349e-06,0.02795110084116459,0.11424800008535385,1.3242000022728462e-05,t17_f5_c3,,,,ZTF19abuomnw
2460185.9232407,1,2431423242315,19.451499938964844,/ztf/archive/sci/2023/0829/423229/ztf_20230829423229_000444_zg_c06_o_q4_scimrefdiffimg.fits.fz,Kulkarni,1,2.431423242315015e+18,t,2.0,2431,23,444,2542.199951171875,602.5770263671875,341.739151,-3.768178,18.353700637817383,0.08340000361204147,2.9213600158691406,18.353599548339844,0.14659999310970306,0.0723079964518547,17.937000274658203,0.032999999821186066,2.2809998989105225,0.21400000154972076,0.9589589834213257,-7.599999662488699e-05,1.8899999856948853,0.996999979019165,530.2979736328125,1.0979299545288086,1.2836699485778809,0.7020000219345093,0.6620000004768372,0.3714289963245392,0.3502649962902069,1.060420036315918,2.0,0.0,0.9557139873504639,1.0,18.393299102783203,0.19480000436306,341.739143,-3.7681593,14.3663,26.317699432373047,1.7112999557866715e-05,0.034998901188373566,-0.03730430081486702,3.601879870984703e-05,t17_f5_c3,,,,ZTF19abuomnw
2460191.8843866,1,2437384382315,19.755599975585938,/ztf/archive/sci/2023/0904/384375/ztf_20230904384375_000444_zg_c06_o_q4_scimrefdiffimg.fits.fz,Kulkarni,1,2.437384382315015e+18,t,4.0,2437,23,444,2538.7099609375,633.4299926757812,341.7391428,-3.7681311,18.357900619506836,0.08413899689912796,3.6825900077819824,18.4512996673584,0.10620000213384628,0.10009700059890747,17.937000274658203,0.032999999821186066,2.2809998989105225,0.21400000154972076,0.4719339907169342,0.09338100254535675,2.6700000762939453,0.9860000014305115,533.7869873046875,1.3042700290679932,1.0514800548553467,0.7440000176429749,0.7369999885559082,0.27865201234817505,0.2760300040245056,1.0095000267028809,4.0,0.0,0.9571430087089539,0.9976590275764465,18.450000762939453,0.13529999554157257,341.739143,-3.7681593,23.5858,26.361900329589844,1.738480023050215e-05,0.03692319989204407,-0.07785709947347641,3.361859853612259e-05,t17_f5_c3,,,,ZTF19abuomnw
2460194.7968403,1,2440296842315,20.576900482177734,/ztf/archive/sci/2023/0907/296829/ztf_20230907296829_000444_zg_c06_o_q4_scimrefdiffimg.fits.fz,Kulkarni,1,2.440296842315015e+18,t,3.0,2440,23,444,2527.52001953125,634.156982421875,341.7391316,-3.7681714,18.497900009155273,0.0735900029540062,7.276730060577393,18.3966007232666,0.058400001376867294,0.05890800058841705,17.937000274658203,0.032999999821186066,2.2809998989105225,0.21400000154972076,-0.2395939975976944,-0.10131499916315079,1.9600000381469727,0.9829999804496765,544.9760131835938,2.1803300380706787,1.231160044670105,0.6949999928474426,0.6499999761581421,0.3545919954776764,0.3316330015659332,1.0692299604415894,3.0,0.0,0.9657139778137207,0.9981380105018616,18.327199935913086,0.06859999895095825,341.739143,-3.7681593,13.4157,26.351900100708008,1.4847400052531157e-05,0.037080198526382446,-0.11737100034952164,2.385520019743126e-05,t17_f5_c3,,,,ZTF19abuomnw
2460194.8161574,2,2440316152315,20.156600952148438,/ztf/archive/sci/2023/0907/316134/ztf_20230907316134_000444_zr_c06_o_q4_scimrefdiffimg.fits.fz,Kulkarni,1,2.440316152315015e+18,t,3.0,2440,23,444,2531.89990234375,637.2969970703125,341.7391353,-3.7681473,18.28849983215332,0.06006700173020363,2.4200899600982666,18.20870018005371,0.06780000030994415,0.20981000363826752,17.341999053955078,0.04699999839067459,2.9210000038146973,0.3230000138282776,-0.3039880096912384,-0.07981099933385849,2.140000104904175,0.9819999933242798,540.5960083007812,1.9478600025177002,1.186020016670227,0.7870000004768372,0.7419999837875366,0.36775699257850647,0.34672901034355164,1.0606499910354614,2.0,0.0,0.9557139873504639,1.0,18.291400909423828,0.09200000017881393,341.739169,-3.7681958,13.4792,26.372499465942383,5.719529781345045e-06,0.02295220084488392,0.10527899861335754,9.16737008083146e-06,t17_f5_c3,,,,ZTF19abuomnw
2460196.872963,2,2442372962315,20.493200302124023,/ztf/archive/sci/2023/0909/372905/ztf_20230909372905_000444_zr_c06_o_q4_scimrefdiffimg.fits.fz,Kulkarni,1,2.442372962315015e+18,t,11.0,2442,23,444,2541.760009765625,604.10302734375,341.7391352,-3.7681173,18.308399200439453,0.05416800081729889,5.37529993057251,18.344100952148438,0.065700002014637,0.3039169907569885,17.341999053955078,0.04699999839067459,2.9210000038146973,0.3230000138282776,-0.09735400229692459,0.03570700064301491,1.8300000429153442,0.9570000171661377,530.7420043945312,2.149060010910034,1.2205899953842163,0.5740000009536743,0.550000011920929,0.31366100907325745,0.30054599046707153,1.0436400175094604,4.0,0.0,0.9228569865226746,0.9553710222244263,18.324899673461914,0.08070000261068344,341.739169,-3.7681958,12.0171,26.315399169921875,7.653529792150948e-06,0.02677059918642044,0.10549499839544296,1.2162399798398837e-05,t17_f5_c3,,,,ZTF19abuomnw
2460196.9157292,1,2442415722315,20.13520050048828,/ztf/archive/sci/2023/0909/415370/ztf_20230909415370_000444_zg_c06_o_q4_scimrefdiffimg.fits.fz,Kulkarni,1,2.442415722315015e+18,t,6.0,2442,23,444,2522.1298828125,602.6909790039062,341.7391338,-3.7681853,18.450899124145508,0.08361300081014633,3.3531599044799805,18.356700897216797,0.08259999752044678,0.09805800020694733,17.937000274658203,0.032999999821186066,2.2809998989105225,0.21400000154972076,0.31932199001312256,-0.09421099722385406,2.200000047683716,0.9829999804496765,550.3720092773438,1.778499960899353,1.0800700187683105,0.6990000009536743,0.6330000162124634,0.3177269995212555,0.2877269983291626,1.104259967803955,4.0,0.0,0.9657139778137207,1.0,18.370100021362305,0.10599999874830246,341.739143,-3.7681593,12.3879,26.202899932861328,1.1952000022574794e-05,0.033118899911642075,-0.07293809950351715,2.030160067079123e-05,t17_f5_c3,,,,ZTF19abuomnw
2460200.8612963,1,2446361292315,20.583599090576172,/ztf/archive/sci/2023/0913/361285/ztf_20230913361285_000444_zg_c06_o_q4_scimrefdiffimg.fits.fz,Kulkarni,1,2.446361292315015e+18,t,4.0,2446,23,444,2529.070068359375,631.9619750976562,341.7390981,-3.7681753,18.50510025024414,0.06840799748897552,3.2547900676727295,18.41900062561035,0.054099999368190765,0.16890600323677063,17.937000274658203,0.032999999821186066,2.2809998989105225,0.21400000154972076,-0.2733669877052307,-0.08613000065088272,2.869999885559082,0.9819999933242798,543.427978515625,2.1645700931549072,0.9406480193138123,0.8619999885559082,0.7979999780654907,0.3003480136394501,0.2780489921569824,1.080199956893921,1.0,0.0,0.951429009437561,1.0,18.392000198364258,0.06560000032186508,341.739143,-3.7681593,13.0174,26.33810043334961,3.185099922120571e-05,0.054264698177576065,-0.1317799985408783,5.199730003369041e-05,t17_f5_c3,,,,ZTF19abuomnw
