jd,fid,pid,diffmaglim,pdiffimfilename,programpi,programid,candid,isdiffpos,tblid,nid,rcid,field,xpos,ypos,ra,dec,magpsf,sigmapsf,chipsf,magap,sigmagap,distnr,magnr,sigmagnr,chinr,sharpnr,sky,magdiff,fwhm,classtar,mindtoedge,magfromlim,seeratio,aimage,bimage,aimagerat,bimagerat,elong,nneg,nbad,rb,sumrat,magapbig,sigmagapbig,ranr,decnr,scorr,magzpsci,magzpsciunc,magzpscirms,clrcoeff,clrcounc,rbversion,ssdistnr,ssmagnr,ssnamenr,obj_id
2459230.7887731,2,1476288775215,20.533300399780273,/ztf/archive/sci/2021/0116/288750/ztf_20210116288750_000616_zr_c14_o_q1_scimrefdiffimg.fits.fz,Kulkarni,1,1.476288775215015e+18,t,17.0,1476,52,616,758.1580200195312,1703.6199951171875,123.0239371,29.4039811,19.852699279785156,0.14563100039958954,1.5526399612426758,20.363100051879883,0.45399999618530273,1.5723799467086792,17.458999633789062,0.09700000286102295,4.705999851226807,0.3440000116825104,-0.04021500051021576,0.51043301820755,1.2875699996948242,0.8740000128746033,758.1580200195312,0.17023900151252747,2.0,0.593999981880188,0.527999997138977,0.4613339900970459,0.41007500886917114,1.125,6.0,0.0,0.8457139730453491,0.9382519721984863,20.213199615478516,0.4726000130176544,123.0236482,29.4036134,5.08149,26.25670051574707,4.563109996524872e-06,0.023013699799776077,0.0905131995677948,7.652500244148541e-06,t17_f5_c3,,,,ZTF18aafzers
2459230.9137963,1,1476413795215,20.55620002746582,/ztf/archive/sci/2021/0116/413796/ztf_20210116413796_000616_zg_c14_o_q1_scimrefdiffimg.fits.fz,Kulkarni,1,1.476413795215015e+18,t,14.0,1476,52,616,730.06201171875,1700.81005859375,123.0239472,29.4039825,19.90399932861328,0.1744849979877472,1.2842299938201904,19.889999389648438,0.24410000443458557,1.2882299423217773,17.60099983215332,0.08699999749660492,7.791999816894531,0.5519999861717224,0.06642100214958191,-0.01398599985986948,2.5299999713897705,0.8519999980926514,730.06201171875,0.6662060022354126,1.0197800397872925,0.7390000224113464,0.6439999938011169,0.29209500551223755,0.2545450031757355,1.1475199460983276,5.0,0.0,0.9614289999008179,0.9831100106239319,19.705699920654297,0.2542000114917755,123.0238792,29.4043384,7.22495,26.371000289916992,7.117710083548445e-06,0.02872540056705475,-0.07868430018424988,1.215839984070044e-05,t17_f5_c3,,,,ZTF18aafzers
2459232.8288194,2,1478328815215,20.140100479125977,/ztf/archive/sci/2021/0118/328808/ztf_20210118328808_000616_zr_c14_o_q1_scimrefdiffimg.fits.fz,Kulkarni,1,1.478328815215015e+18,t,14.0,1478,52,616,731.5819702148438,1683.3599853515625,123.0239392,29.4039807,19.213499069213867,0.1046840026974678,2.1925699710845947,19.307300567626953,0.2198999971151352,1.5819300413131714,17.458999633789062,0.09700000286102295,4.705999851226807,0.3440000116825104,0.7279689908027649,0.09383899718523026,1.2221399545669556,0.9900000095367432,731.5819702148438,0.8327609896659851,2.0,0.6140000224113464,0.5669999718666077,0.5023959875106812,0.46393901109695435,1.0828900337219238,7.0,0.0,0.8442860245704651,0.9068549871444702,19.408899307250977,0.29660001397132874,123.0236482,29.4036134,5.48759,26.26849937438965,4.756169801112264e-06,0.02336909994482994,0.08009359985589981,8.020830136956647e-06,t17_f5_c3,,,,ZTF18aafzers
2459232.8838542,1,1478383855215,20.859500885009766,/ztf/archive/sci/2021/0118/383854/ztf_20210118383854_000616_zg_c14_o_q1_scimrefdiffimg.fits.fz,Kulkarni,1,1.478383855215015e+18,t,15.0,1478,52,616,753.0809936523438,1690.949951171875,123.0239356,29.4039343,19.222900390625,0.10517700016498566,1.1495699882507324,19.077699661254883,0.10090000182390213,1.4532099962234497,17.60099983215332,0.08699999749660492,7.791999816894531,0.5519999861717224,0.5657910108566284,-0.1451990008354187,1.9800000190734863,0.9819999933242798,753.0809936523438,1.7818000316619873,1.233180046081543,0.7450000047683716,0.6650000214576721,0.37626299262046814,0.3358590006828308,1.120300054550171,2.0,0.0,0.945713996887207,1.0,19.031700134277344,0.11699999868869781,123.0238792,29.4043384,12.6825,26.36590003967285,6.9077300395292696e-06,0.028214599937200546,-0.0810433030128479,1.174770022771554e-05,t17_f5_c3,,,,ZTF18aafzers
2459248.7280787,1,1494228075215,20.625600814819336,/ztf/archive/sci/2021/0203/228067/ztf_20210203228067_000616_zg_c14_o_q1_scimrefdiffimg.fits.fz,Kulkarni,1,1.494228075215015e+18,t,19.0,1494,52,616,731.1270141601562,1715.5,123.0239423,29.4039299,18.322200775146484,0.06273200362920761,6.700620174407959,18.30270004272461,0.05420000106096268,1.470900058746338,17.60099983215332,0.08699999749660492,7.791999816894531,0.5519999861717224,0.04769099876284599,-0.019519999623298645,2.380000114440918,0.9829999804496765,731.1270141601562,2.3229000568389893,1.1323399543762207,0.8059999942779541,0.7680000066757202,0.3386549949645996,0.3226889967918396,1.0494799613952637,0.0,0.0,0.9528570175170898,1.0,18.255199432373047,0.06310000270605087,123.0238792,29.4043384,30.3682,26.375200271606445,7.93547042121645e-06,0.030383000150322914,-0.08101250231266022,1.3534699974115938e-05,t17_f5_c3,,,,ZTF18aafzers
2459248.746875,2,1494246875215,19.88759994506836,/ztf/archive/sci/2021/0203/246863/ztf_20210203246863_000616_zr_c14_o_q1_scimrefdiffimg.fits.fz,Kulkarni,1,1.494246875215015e+18,t,7.0,1494,52,616,734.7360229492188,1718.93994140625,123.0239815,29.4039346,18.191499710083008,0.04128500074148178,1.4397799968719482,18.179100036621094,0.08139999955892563,1.5273499488830566,17.458999633789062,0.09700000286102295,4.705999851226807,0.3440000116825104,-0.42264100909233093,-0.01235199999064207,2.680000066757202,0.9829999804496765,734.7360229492188,1.7085200548171997,1.1071399450302124,0.8980000019073486,0.8809999823570251,0.3350749909877777,0.3287310004234314,1.0192999839782715,2.0,0.0,0.9571430087089539,0.9967560172080994,18.150400161743164,0.09730000048875809,123.0236482,29.4036134,13.1174,26.197500228881836,5.0817698138416745e-06,0.024418599903583527,0.08622699975967407,8.587770025769714e-06,t17_f5_c3,,,,ZTF18aafzers
2459250.7294329,2,1496229435215,20.138999938964844,/ztf/archive/sci/2021/0205/229421/ztf_20210205229421_000616_zr_c14_o_q1_scimrefdiffimg.fits.fz,Kulkarni,1,1.496229435215015e+18,t,12.0,1496,52,616,712.6420288085938,1724.3399658203125,123.0239535,29.4039295,18.297800064086914,0.08172400295734406,2.3191800117492676,18.38129997253418,0.08219999819993973,1.4687299728393555,17.458999633789062,0.09700000286102295,4.705999851226807,0.3440000116825104,-0.015769999474287033,0.08349700272083282,3.259999990463257,0.9789999723434448,712.6420288085938,1.757680058479309,0.9435060024261475,0.8989999890327454,0.8550000190734863,0.2757669985294342,0.2622700035572052,1.0514600276947021,4.0,0.0,0.9342859983444214,0.9924330115318298,18.348600387573242,0.09640000015497208,123.0236482,29.4036134,13.3778,26.26180076599121,5.035570211475715e-06,0.02440910041332245,0.08613289892673492,8.54738027555868e-06,t17_f5_c3,,,,ZTF18aafzers
2459250.7609028,1,1496260905215,20.305099487304688,/ztf/archive/sci/2021/0205/260903/ztf_20210205260903_000616_zg_c14_o_q1_scimrefdiffimg.fits.fz,Kulkarni,1,1.496260905215015e+18,t,12.0,1496,52,616,735.72900390625,1730.3199462890625,123.0239715,29.4039442,18.423999786376953,0.08269499987363815,1.8523499965667725,18.362699508666992,0.06270000338554382,1.4376200437545776,17.60099983215332,0.08699999749660492,7.791999816894531,0.5519999861717224,-0.18037199974060059,-0.06130700185894966,3.059999942779541,0.9819999933242798,735.72900390625,1.9424200057983398,1.0251100063323975,1.0820000171661377,1.0479999780654907,0.35359498858451843,0.3424839973449707,1.032439947128296,0.0,0.0,0.9157140254974365,1.0,18.31760025024414,0.0738999992609024,123.0238792,29.4043384,19.7744,26.368999481201172,9.395999768457841e-06,0.032621998339891434,-0.062477800995111465,1.6596799468970858e-05,t17_f5_c3,,,,ZTF18aafzers
2459252.7038542,2,1498203855215,20.295900344848633,/ztf/archive/sci/2021/0207/203843/ztf_20210207203843_000616_zr_c14_o_q1_scimrefdiffimg.fits.fz,Kulkarni,1,1.498203855215015e+18,t,17.0,1498,52,616,738.8489990234375,1713.1400146484375,123.0239609,29.4039338,18.43600082397461,0.04539899900555611,1.5990500450134277,18.350799560546875,0.08269999921321869,1.4874000549316406,17.458999633789062,0.09700000286102295,4.705999851226807,0.3440000116825104,-0.4241870045661926,-0.0851529985666275,2.5199999809265137,0.9739999771118164,738.8489990234375,1.945099949836731,0.9942579865455627,0.7039999961853027,0.6769999861717224,0.27936500310897827,0.26865100860595703,1.0398800373077393,4.0,0.0,0.945713996887207,1.0,18.268400192260742,0.09279999881982803,123.0236482,29.4036134,8.75175,26.256000518798828,5.222999789111782e-06,0.02468780055642128,0.0825766995549202,8.83171014720574e-06,t17_f5_c3,,,,ZTF18aafzers
2459252.7668634,1,1498266865215,20.64889907836914,/ztf/archive/sci/2021/0207/266794/ztf_20210207266794_000616_zg_c14_o_q1_scimrefdiffimg.fits.fz,Kulkarni,1,1.498266865215015e+18,t,14.0,1498,52,616,732.7329711914062,1719.0699462890625,123.0239638,29.4039475,18.751100540161133,0.11141899973154068,2.7975199222564697,18.947599411010742,0.1014999970793724,1.4242600202560425,17.60099983215332,0.08699999749660492,7.791999816894531,0.5519999861717224,0.4626219868659973,0.19647100567817688,2.1500000953674316,0.9990000128746033,732.7329711914062,1.7013100385665894,1.1428699493408203,0.6620000004768372,0.6190000176429749,0.30790698528289795,0.2879070043563843,1.0694700479507446,6.0,0.0,0.9571430087089539,0.9554319977760315,19.030899047851562,0.13420000672340393,123.0238792,29.4043384,19.6822,26.366100311279297,7.149310022214195e-06,0.02894430048763752,-0.07474510371685028,1.2265700206626207e-05,t17_f5_c3,,,,ZTF18aafzers
2459254.6956481,2,1500195645215,19.960599899291992,/ztf/archive/sci/2021/0209/195637/ztf_20210209195637_000616_zr_c14_o_q1_scimrefdiffimg.fits.fz,Kulkarni,1,1.500195645215015e+18,t,8.0,1500,52,616,727.2319946289062,1711.4100341796875,123.0239576,29.403966,18.55030059814453,0.05069199949502945,2.3332901000976562,18.651399612426758,0.13259999454021454,1.5688300132751465,17.458999633789062,0.09700000286102295,4.705999851226807,0.3440000116825104,0.6558030247688293,0.10105200111865997,2.75,0.9509999752044678,727.2319946289062,1.309190034866333,0.9310489892959595,0.6650000214576721,0.6370000243186951,0.24181799590587616,0.23163600265979767,1.0439599752426147,5.0,0.0,0.9242860078811646,0.8763700127601624,18.654499053955078,0.16410000622272491,123.0236482,29.4036134,11.8035,26.202299118041992,4.690589776146226e-06,0.023342400789260864,0.08517049998044968,7.922169970697723e-06,t17_f5_c3,,,,ZTF18aafzers
2459254.7274769,1,1500227475215,20.68910026550293,/ztf/archive/sci/2021/0209/227465/ztf_20210209227465_000616_zg_c14_o_q1_scimrefdiffimg.fits.fz,Kulkarni,1,1.500227475215015e+18,t,17.0,1500,52,616,731.5670166015625,1716.8299560546875,123.0239578,29.4039265,19.052000045776367,0.12238799780607224,3.2571799755096436,19.101900100708008,0.11180000007152557,1.4892799854278564,17.60099983215332,0.08699999749660492,7.791999816894531,0.5519999861717224,0.4633150100708008,0.049872998148202896,2.0799999237060547,0.9829999804496765,731.5670166015625,1.5872199535369873,1.2142399549484253,0.7089999914169312,0.5889999866485596,0.34086498618125916,0.28317299485206604,1.2037299871444702,3.0,0.0,0.9485710263252258,0.9871240258216858,19.10420036315918,0.13689999282360077,123.0238792,29.4043384,17.5976,26.35700035095215,8.397009878535755e-06,0.031293001025915146,-0.09222710132598877,1.4179599929775577e-05,t17_f5_c3,,,,ZTF18aafzers
2459256.7140625,2,1502214065215,20.17530059814453,/ztf/archive/sci/2021/0211/214062/ztf_20210211214062_000616_zr_c14_o_q1_scimrefdiffimg.fits.fz,Kulkarni,1,1.502214065215015e+18,t,18.0,1502,52,616,731.6329956054688,1728.68994140625,123.0239302,29.4039537,18.7185001373291,0.047704000025987625,2.5951900482177734,18.780799865722656,0.13179999589920044,1.4885900020599365,17.458999633789062,0.09700000286102295,4.705999851226807,0.3440000116825104,0.45451799035072327,0.062341999262571335,2.9800000190734863,0.9990000128746033,731.6329956054688,1.3945300579071045,0.8373910188674927,0.6589999794960022,0.6240000128746033,0.2211409956216812,0.20939600467681885,1.056089997291565,1.0,0.0,0.9285709857940674,1.0,18.7726993560791,0.1597999930381775,123.0236482,29.4036134,9.82004,26.23349952697754,4.078539859619923e-06,0.02184459939599037,0.0845097005367279,6.866950116091175e-06,t17_f5_c3,28.0,17.799999237060547,123113,ZTF18aafzers
2459256.7958565,1,1502295855215,20.298900604248047,/ztf/archive/sci/2021/0211/295810/ztf_20210211295810_000616_zg_c14_o_q1_scimrefdiffimg.fits.fz,Kulkarni,1,1.502295855215015e+18,t,19.0,1502,52,616,733.72802734375,1727.9000244140625,123.0239621,29.4039322,19.210599899291992,0.12127699702978134,1.459589958190918,19.15730094909668,0.13439999520778656,1.4596699476242065,17.60099983215332,0.08699999749660492,7.791999816894531,0.5519999861717224,-0.3140850067138672,-0.05328899994492531,4.309999942779541,0.9760000109672546,733.72802734375,1.1415599584579468,0.6908959746360779,0.9800000190734863,0.9200000166893005,0.2273779958486557,0.21345700323581696,1.0652199983596802,1.0,0.0,0.8985710144042969,1.0,19.10260009765625,0.1581999957561493,123.0238792,29.4043384,9.84561,26.32659912109375,1.3831099749950226e-05,0.03987810015678406,-0.054061900824308395,2.4208900867961347e-05,t17_f5_c3,,,,ZTF18aafzers
2459260.6929861,1,1506192985215,20.21190071105957,/ztf/archive/sci/2021/0215/192986/ztf_20210215192986_000616_zg_c14_o_q1_scimrefdiffimg.fits.fz,Kulkarni,1,,,,1506,52,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.23430061340332,7.775640369800385e-06,0.029852699488401413,-0.06430529803037643,1.3634699826070573e-05,t17_f5_c3,,,,ZTF18aafzers
2459260.7534606,2,1506253465215,19.78380012512207,/ztf/archive/sci/2021/0215/253414/ztf_20210215253414_000616_zr_c14_o_q1_scimrefdiffimg.fits.fz,Kulkarni,1,1.506253465215015e+18,t,11.0,1506,52,616,726.8839721679688,1746.1300048828125,123.0239745,29.4039441,18.6343994140625,0.05014999955892563,0.9334160089492798,18.62350082397461,0.14159999787807465,1.54899001121521,17.458999633789062,0.09700000286102295,4.705999851226807,0.3440000116825104,-0.2422019988298416,-0.010867999866604805,2.440000057220459,0.9670000076293945,726.8839721679688,1.1603200435638428,1.090000033378601,0.7789999842643738,0.7490000128746033,0.31926199793815613,0.30696699023246765,1.0400500297546387,4.0,0.0,0.9385709762573242,0.9819539785385132,18.59000015258789,0.17080000042915344,123.0236482,29.4036134,7.70842,26.203399658203125,4.364089818409411e-06,0.022582100704312325,0.08439920097589493,7.402480150631163e-06,t17_f5_c3,,,,ZTF18aafzers
2459263.7348148,2,1509234815215,19.33049964904785,/ztf/archive/sci/2021/0218/234792/ztf_20210218234792_000616_zr_c14_o_q1_scimrefdiffimg.fits.fz,Kulkarni,1,1.509234815215015e+18,t,3.0,1509,52,616,726.2969970703125,1737.0400390625,123.0240961,29.403957,18.763599395751953,0.10073799639940262,0.6460009813308716,18.70800018310547,0.14730000495910645,1.8193399906158447,16.672000885009766,0.06499999761581421,6.966000080108643,0.22300000488758087,-0.030791999772191048,-0.055594999343156815,2.092050075531006,0.7429999709129333,726.2969970703125,0.6224870085716248,2.0,1.5219999551773071,1.4019999504089355,0.7275149822235107,0.6701549887657166,1.0855900049209595,2.0,0.0,0.3799999952316284,1.0,18.823999404907227,0.20430000126361847,123.0239032,29.4044428,5.85158,26.265600204467773,1.0577299690339714e-05,0.03518269956111908,0.09288489818572998,1.7896099961944856e-05,t17_f5_c3,,,,ZTF18aafzers
