jd,fid,pid,diffmaglim,pdiffimfilename,programpi,programid,candid,isdiffpos,tblid,nid,rcid,field,xpos,ypos,ra,dec,magpsf,sigmapsf,chipsf,magap,sigmagap,distnr,magnr,sigmagnr,chinr,sharpnr,sky,magdiff,fwhm,classtar,mindtoedge,magfromlim,seeratio,aimage,bimage,aimagerat,bimagerat,elong,nneg,nbad,rb,sumrat,magapbig,sigmagapbig,ranr,decnr,scorr,magzpsci,magzpsciunc,magzpscirms,clrcoeff,clrcounc,rbversion,ssdistnr,ssmagnr,ssnamenr,obj_id
2460183.8995255,1,2429399522315,20.426700592041016,/ztf/archive/sci/2023/0827/399502/ztf_20230827399502_000394_zg_c06_o_q4_scimrefdiffimg.fits.fz,Kulkarni,1,2.429399522315015e+18,t,3.0,2429,23,394,423.95098876953125,327.14599609375,352.8471711,-10.8704862,20.401399612426758,0.20300599932670593,1.3516099452972412,20.000499725341797,0.2547000050544739,1.021440029144287,20.027000427246094,0.035999998450279236,1.2089999914169312,0.03400000184774399,0.02639699913561344,-0.4009050130844116,3.1600000858306885,0.640999972820282,327.14599609375,0.42618900537490845,0.8234109878540039,1.1419999599456787,1.0169999599456787,0.36139199137687683,0.3218350112438202,1.1229100227355957,7.0,0.0,0.5457140207290649,0.9511659741401672,19.972900390625,0.31779998540878296,352.8474613,-10.87045,6.90625,26.335399627685547,2.2716900275554508e-05,0.04093720018863678,-0.09529560059309006,3.4273300116183236e-05,t17_f5_c3,,,,ZTF19abkemwb
2460185.8490046,2,2431349002315,19.79669952392578,/ztf/archive/sci/2023/0829/348993/ztf_20230829348993_000394_zr_c06_o_q4_scimrefdiffimg.fits.fz,Kulkarni,1,,,,2431,23,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.368099212646484,1.3320700418262277e-05,0.03139049932360649,0.11912400275468826,1.99230998987332e-05,t17_f5_c3,,,,ZTF19abkemwb
2460185.9199306,1,2431419932315,19.3843994140625,/ztf/archive/sci/2023/0829/419931/ztf_20230829419931_000394_zg_c06_o_q4_scimrefdiffimg.fits.fz,Kulkarni,1,,,,2431,23,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.294300079345703,2.3810200218576938e-05,0.03826269879937172,-0.025315800681710243,4.550740050035529e-05,t17_f5_c3,,,,ZTF19abkemwb
2460191.9006944,1,2437400692315,19.53420066833496,/ztf/archive/sci/2023/0904/400683/ztf_20230904400683_000394_zg_c06_o_q4_scimrefdiffimg.fits.fz,Kulkarni,1,,,,2437,23,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.325300216674805,2.581770058895927e-05,0.04053390026092529,-0.0499362014234066,4.785639976034872e-05,t17_f5_c3,,,,ZTF19abkemwb
2460194.8495023,1,2440349502315,20.314300537109375,/ztf/archive/sci/2023/0907/349433/ztf_20230907349433_000394_zg_c06_o_q4_scimrefdiffimg.fits.fz,Kulkarni,1,2.440349502315015e+18,t,1.0,2440,23,394,424.4580078125,299.2550048828125,352.847354,-10.8704752,20.492599487304688,0.28039300441741943,1.315269947052002,20.70319938659668,0.5515000224113464,0.38522300124168396,20.027000427246094,0.035999998450279236,1.2089999914169312,0.03400000184774399,-0.05895499885082245,0.21063800156116486,1.2665499448776245,0.8579999804496765,299.2550048828125,-0.3888700008392334,2.0,0.6819999814033508,0.5230000019073486,0.5384699702262878,0.41293200850486755,1.3040200471878052,8.0,0.0,0.8414289951324463,0.8197389841079712,20.566499710083008,0.6236000061035156,352.8474613,-10.87045,5.7559,26.355600357055664,2.1463099983520806e-05,0.03979869931936264,-0.09644860029220581,3.2344400096917525e-05,t17_f5_c3,,,,ZTF19abkemwb
2460194.8564236,2,2440356422315,20.45949935913086,/ztf/archive/sci/2023/0907/356377/ztf_20230907356377_000394_zr_c06_o_q4_scimrefdiffimg.fits.fz,Kulkarni,1,2.440356422315015e+18,t,2.0,2440,23,394,426.7560119628906,310.968994140625,352.8473789,-10.8705809,20.766399383544922,0.2678009867668152,1.0470600128173828,20.892499923706055,0.6431000232696533,0.48442599177360535,20.00200080871582,0.035999998450279236,1.1089999675750732,0.0820000022649765,-0.11901000142097473,0.1260869950056076,1.1308900117874146,0.7760000228881836,310.968994140625,-0.43303799629211426,2.0,0.7829999923706055,0.5879999995231628,0.692376971244812,0.5199459791183472,1.331629991531372,7.0,0.0,0.7257140278816223,0.7349629998207092,20.469900131225586,0.558899998664856,352.847458,-10.8704644,5.35528,26.374399185180664,1.0070300049846992e-05,0.02709520049393177,0.12287899851799011,1.480530045228079e-05,t17_f5_c3,,,,ZTF19abkemwb
2460196.8152199,1,2442315212315,20.43280029296875,/ztf/archive/sci/2023/0909/315197/ztf_20230909315197_000394_zg_c06_o_q4_scimrefdiffimg.fits.fz,Kulkarni,1,,,,2442,23,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.213899612426758,2.7632899218588136e-05,0.04542360082268715,-0.10851699858903885,4.202680065645836e-05,t17_f5_c3,,,,ZTF19abkemwb
2460196.8369792,2,2442336972315,20.395099639892578,/ztf/archive/sci/2023/0909/336979/ztf_20230909336979_000394_zr_c06_o_q4_scimrefdiffimg.fits.fz,Kulkarni,1,,,,2442,23,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.28190040588379,1.1291599548712838e-05,0.028939999639987946,0.12327799946069717,1.6761900042183697e-05,t17_f5_c3,,,,ZTF19abkemwb
2460200.8825463,1,2446382542315,20.517200469970703,/ztf/archive/sci/2023/0913/382535/ztf_20230913382535_000394_zg_c06_o_q4_scimrefdiffimg.fits.fz,Kulkarni,1,2.446382542315015e+18,t,6.0,2446,23,394,409.364990234375,296.5849914550781,352.8473137,-10.870553,20.488399505615234,0.236845001578331,1.314170002937317,20.734100341796875,0.4221000075340271,0.6321179866790771,20.027000427246094,0.035999998450279236,1.2089999914169312,0.03400000184774399,0.19543899595737457,0.24571800231933594,2.9200000762939453,0.5040000081062317,296.5849914550781,-0.21692200005054474,0.9744679927825928,0.9940000176429749,0.9279999732971191,0.3404110074043274,0.31780800223350525,1.071120023727417,5.0,0.0,0.8514289855957031,0.9903910160064697,20.704200744628906,0.5252000093460083,352.8474613,-10.87045,7.18681,26.308399200439453,3.931609899154864e-05,0.05397289991378784,-0.12489999830722809,5.7997498515760526e-05,t17_f5_c3,,,,ZTF19abkemwb
2460200.9008218,2,2446400822315,20.456499099731445,/ztf/archive/sci/2023/0913/400810/ztf_20230913400810_000394_zr_c06_o_q4_scimrefdiffimg.fits.fz,Kulkarni,1,,,,2446,23,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.33329963684082,1.1245499990764074e-05,0.02874930016696453,0.11446499824523926,1.6460500773973763e-05,t17_f5_c3,,,,ZTF19abkemwb
