jd,fid,pid,diffmaglim,pdiffimfilename,programpi,programid,candid,isdiffpos,tblid,nid,rcid,field,xpos,ypos,ra,dec,magpsf,sigmapsf,chipsf,magap,sigmagap,distnr,magnr,sigmagnr,chinr,sharpnr,sky,magdiff,fwhm,classtar,mindtoedge,magfromlim,seeratio,aimage,bimage,aimagerat,bimagerat,elong,nneg,nbad,rb,sumrat,magapbig,sigmagapbig,ranr,decnr,scorr,magzpsci,magzpsciunc,magzpscirms,clrcoeff,clrcounc,rbversion,ssdistnr,ssmagnr,ssnamenr,obj_id
2459622.9429977,2,1868442996115,19.821500778198242,/ztf/archive/sci/2022/0212/442986/ztf_20220212442986_000523_zr_c16_o_q2_scimrefdiffimg.fits.fz,Kulkarni,1,1.86844299611501e+18,f,0.0,1868,61,523,320.2139892578125,3011.419921875,169.3003364,14.6380591,19.772300720214844,0.20052799582481384,1.0751399993896484,19.71649932861328,0.3061999976634979,0.7181249856948853,17.66699981689453,0.05900000035762787,4.193999767303467,0.38100001215934753,0.7721999883651733,-0.05582199990749359,1.500499963760376,0.7099999785423279,69.08280181884766,0.10499600321054459,2.0,0.8830000162124634,0.781000018119812,0.5884699821472168,0.5204929709434509,1.1305999755859375,3.0,0.0,0.9385709762573242,1.0,19.964000701904297,0.4867999851703644,169.3002113,14.6382207,6.35832,26.086299896240234,3.0854800570523366e-05,0.030337300151586533,0.11240900307893753,4.472289947443642e-05,t17_f5_c3,,,,ZTF19aadfupm
2459623.003287,1,1868503286115,19.988100051879883,/ztf/archive/sci/2022/0212/503171/ztf_20220212503171_000523_zg_c16_o_q2_scimrefdiffimg.fits.fz,Kulkarni,1,,,,1868,61,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.184499740600586,5.119869820191525e-05,0.03724269941449165,-0.09470660239458084,8.586049807490781e-05,t17_f5_c3,,,,ZTF19aadfupm
2459624.81,1,1870309996115,19.346799850463867,/ztf/archive/sci/2022/0214/309988/ztf_20220214309988_000523_zg_c16_o_q2_scimrefdiffimg.fits.fz,Kulkarni,1,,,,1870,61,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.170900344848633,6.402209692168981e-05,0.03961630165576935,-0.058288998901844025,0.0001289670035475865,t17_f5_c3,,,,ZTF19aadfupm
2459624.8833449,2,1870383346115,19.722299575805664,/ztf/archive/sci/2022/0214/383333/ztf_20220214383333_000523_zr_c16_o_q2_scimrefdiffimg.fits.fz,Kulkarni,1,,,,1870,61,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.09079933166504,3.2412899599876255e-05,0.031177500262856483,0.10398700088262558,4.695040115620941e-05,t17_f5_c3,,,,ZTF19aadfupm
2459630.8987037,1,1876398706115,19.6653995513916,/ztf/archive/sci/2022/0220/398600/ztf_20220220398600_000523_zg_c16_o_q2_scimrefdiffimg.fits.fz,Kulkarni,1,,,,1876,61,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.219900131225586,5.991230136714876e-05,0.040341299027204514,-0.05506829917430878,0.00010256699897581711,t17_f5_c3,,,,ZTF19aadfupm
2459638.9019097,1,1884401906115,20.1023006439209,/ztf/archive/sci/2022/0228/401898/ztf_20220228401898_000523_zg_c16_o_q2_scimrefdiffimg.fits.fz,Kulkarni,1,,,,1884,61,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.175199508666992,4.7290599468396977e-05,0.03732069954276085,-0.07679729908704758,7.396059663733467e-05,t17_f5_c3,,,,ZTF19aadfupm
2459640.8703704,1,1886370376115,20.396499633789062,/ztf/archive/sci/2022/0302/370359/ztf_20220302370359_000523_zg_c16_o_q2_scimrefdiffimg.fits.fz,Kulkarni,1,1.88637037611501e+18,0,3.0,1886,61,523,313.27301025390625,3010.449951171875,169.3003524,14.6382796,20.452499389648438,0.3008820116519928,1.1010500192642212,19.960800170898438,0.22519999742507935,0.3148530125617981,18.4060001373291,0.03400000184774399,3.0,0.07500000298023224,-0.5107889771461487,-0.49169498682022095,1.5317399501800537,0.34700000286102295,70.05500030517578,0.43568700551986694,2.0,1.1759999990463257,0.968999981880188,0.767753005027771,0.6326130032539368,1.2136199474334717,8.0,0.0,0.6357139945030212,0.9422950148582458,20.066999435424805,0.31299999356269836,169.3002681,14.6382453,5.29142,26.201499938964844,5.6002700148383155e-05,0.04127269983291626,-0.08085989952087402,8.376729965675622e-05,t17_f5_c3,,,,ZTF19aadfupm
2459690.7533333,1,1936253336115,20.184799194335938,/ztf/archive/sci/2022/0421/253287/ztf_20220421253287_000523_zg_c16_o_q2_scimrefdiffimg.fits.fz,Kulkarni,1,,,,1936,61,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.113500595092773,5.917299858992919e-05,0.04238779842853546,-0.05541680008172989,9.121189941652119e-05,t17_f5_c3,,,,ZTF19aadfupm
2459694.7330787,2,1940233076115,20.151899337768555,/ztf/archive/sci/2022/0425/233079/ztf_20220425233079_000523_zr_c16_o_q2_scimrefdiffimg.fits.fz,Kulkarni,1,1.94023307611501e+18,f,1.0,1940,61,523,297.4259948730469,3015.75,169.3000684,14.6380942,20.055999755859375,0.3054470121860504,1.6210099458694458,19.881799697875977,0.31839999556541443,0.6665560007095337,17.66699981689453,0.05900000035762787,4.193999767303467,0.38100001215934753,0.024004999548196793,-0.17420299351215363,1.2665499448776245,0.5429999828338623,64.75060272216797,0.27008798718452454,2.0,0.9710000157356262,0.6320000290870667,0.76664799451828,0.498991996049881,1.536389946937561,6.0,0.0,0.7900000214576721,0.8813750147819519,19.82819938659668,0.38119998574256897,169.3002113,14.6382207,5.35763,25.95199966430664,4.146499850321561e-05,0.03568999841809273,0.1069990023970604,6.0980699345236644e-05,t17_f5_c3,,,,ZTF19aadfupm
2459696.6921644,1,1942192166115,20.577999114990234,/ztf/archive/sci/2022/0427/192164/ztf_20220427192164_000523_zg_c16_o_q2_scimrefdiffimg.fits.fz,Kulkarni,1,,,,1942,61,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.11750030517578,4.148009975324385e-05,0.0360632985830307,-0.0759027972817421,6.140700133983046e-05,t17_f5_c3,,,,ZTF19aadfupm
