jd,fid,pid,diffmaglim,pdiffimfilename,programpi,programid,candid,isdiffpos,tblid,nid,rcid,field,xpos,ypos,ra,dec,magpsf,sigmapsf,chipsf,magap,sigmagap,distnr,magnr,sigmagnr,chinr,sharpnr,sky,magdiff,fwhm,classtar,mindtoedge,magfromlim,seeratio,aimage,bimage,aimagerat,bimagerat,elong,nneg,nbad,rb,sumrat,magapbig,sigmagapbig,ranr,decnr,scorr,rbversion,magzpsci,magzpsciunc,magzpscirms,clrcoeff,clrcounc,obj_id
2460690.9216088,1,2936421601515,18.745399475097656,/ztf/archive/sci/2025/0115/421597/ztf_20250115421597_000572_zg_c04_o_q4_scimrefdiffimg.fits.fz,Kulkarni,1,,,,2936,15,572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t17_f5_c3,26.3612003326416,0.00013567900168709457,0.04909469932317734,-0.054543301463127136,0.0002939469995908439,ZTF18accwjiu
2460693.9693403,2,2939469341515,19.821399688720703,/ztf/archive/sci/2025/0118/469329/ztf_20250118469329_000572_zr_c04_o_q4_scimrefdiffimg.fits.fz,Kulkarni,1,,,,2939,15,572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t17_f5_c3,26.222700119018555,2.5145100153167732e-05,0.03627350181341171,0.10204900056123734,3.402700167498551e-05,ZTF18accwjiu
2460694.0258333,1,2939525831515,19.575899124145508,/ztf/archive/sci/2025/0118/525671/ztf_20250118525671_000572_zg_c04_o_q4_scimrefdiffimg.fits.fz,Kulkarni,1,,,,2939,15,572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t17_f5_c3,26.373199462890625,4.118850119994022e-05,0.04257059842348099,-0.08744479715824127,6.916179700056091e-05,ZTF18accwjiu
2460694.8798611,1,2940379865715,19.939899444580078,/ztf/archive/sci/2025/0119/379850/ztf_20250119379850_000521_zg_c15_o_q2_scimrefdiffimg.fits.fz,Kulkarni,1,2.94037986571501e+18,f,2.0,2940,57,521,336.0840148925781,588.8499755859375,156.6288074,15.3410664,20.289100646972656,0.27598699927330017,1.2996400594711304,19.498699188232422,0.25519999861717224,0.7782959938049316,19.822999954223633,0.04699999839067459,1.9639999866485596,0.1289999932050705,-0.022993000224232674,-0.7903540134429932,1.2838900089263916,0.8309999704360962,336.0840148925781,0.4412490129470825,2.0,0.6629999876022339,0.6010000109672546,0.5164009928703308,0.46810999512672424,1.10316002368927,5.0,0.0,0.4142859876155853,0.9300789833068848,19.154199600219727,0.2387000024318695,156.6289786,15.3409226,5.62166,t17_f5_c3,26.318099975585938,2.6184799935435876e-05,0.03670530021190643,-0.057604700326919556,4.1608298488426954e-05,ZTF18accwjiu
2460694.9406481,2,2940440645715,19.907499313354492,/ztf/archive/sci/2025/0119/440648/ztf_20250119440648_000521_zr_c15_o_q2_scimrefdiffimg.fits.fz,Kulkarni,1,,,,2940,57,521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t17_f5_c3,26.198699951171875,1.5254499885486439e-05,0.02889920026063919,0.11323700100183487,2.0856099581578746e-05,ZTF18accwjiu
2460697.9191088,2,2943419105715,16.468900680541992,/ztf/archive/sci/2025/0122/418981/ztf_20250122418981_000521_zr_c15_o_q2_scimrefdiffimg.fits.fz,Kulkarni,1,,,,2943,57,521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t17_f5_c3,23.18549919128418,0.0012580599868670106,0.06607790291309357,0.02455800026655197,0.0025751700159162283,ZTF18accwjiu
2460698.9190046,1,2944419001515,20.077800750732422,/ztf/archive/sci/2025/0123/418935/ztf_20250123418935_000572_zg_c04_o_q4_scimrefdiffimg.fits.fz,Kulkarni,1,,,,2944,15,572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t17_f5_c3,26.304100036621094,3.8350299291778356e-05,0.042728498578071594,-0.025681400671601295,6.025740003678948e-05,ZTF18accwjiu
2460699.8990509,1,2945399055715,20.118000030517578,/ztf/archive/sci/2025/0124/399005/ztf_20250124399005_000521_zg_c15_o_q2_scimrefdiffimg.fits.fz,Kulkarni,1,2.94539905571501e+18,f,1.0,2945,57,521,350.65399169921875,578.197021484375,156.6291236,15.3407245,20.254899978637695,0.30221301317214966,1.513949990272522,19.970800399780273,0.25609999895095825,0.86210697889328,19.822999954223633,0.04699999839067459,1.9639999866485596,0.1289999932050705,0.3331249952316284,-0.28411298990249634,4.46999979019165,0.6119999885559082,350.65399169921875,0.14722700417041779,0.7733200192451477,1.6180000305175781,1.2120000123977661,0.361968994140625,0.271140992641449,1.3349800109863281,7.0,0.0,0.3114289939403534,0.9664769768714905,20.0,0.3379000127315521,156.6289786,15.3409226,6.34622,t17_f5_c3,26.327899932861328,3.104859933955595e-05,0.03999980166554451,-0.048492901027202606,4.802650073543191e-05,ZTF18accwjiu
2460699.9620255,2,2945462025715,19.946800231933594,/ztf/archive/sci/2025/0124/462014/ztf_20250124462014_000521_zr_c15_o_q2_scimrefdiffimg.fits.fz,Kulkarni,1,,,,2945,57,521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t17_f5_c3,26.197200775146484,1.6778900317149237e-05,0.030468599870800972,0.11372599750757217,2.2975800675339997e-05,ZTF18accwjiu
2460705.8586458,2,2951358641515,20.143999099731445,/ztf/archive/sci/2025/0130/358634/ztf_20250130358634_000572_zr_c04_o_q4_scimrefdiffimg.fits.fz,Kulkarni,1,,,,2951,15,572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t17_f5_c3,25.810199737548828,2.1756699425168335e-05,0.03164120018482208,0.09719549864530563,2.9734499548794702e-05,ZTF18accwjiu
