jd,fid,pid,diffmaglim,pdiffimfilename,programpi,programid,rbversion,candid,isdiffpos,tblid,nid,rcid,field,xpos,ypos,ra,dec,magpsf,sigmapsf,chipsf,magap,sigmagap,distnr,magnr,sigmagnr,chinr,sharpnr,sky,magdiff,fwhm,classtar,mindtoedge,magfromlim,seeratio,aimage,bimage,aimagerat,bimagerat,elong,nneg,nbad,rb,sumrat,magapbig,sigmagapbig,ranr,decnr,scorr,magzpsci,magzpsciunc,magzpscirms,clrcoeff,clrcounc,obj_id
2458351.7008681,2,597200862815,20.44339942932129,/ztf/archive/sci/2018/0821/200845/ztf_20180821200845_000762_zr_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458351.7397569,1,597239752815,20.18120002746582,/ztf/archive/sci/2018/0821/239722/ztf_20180821239722_000762_zg_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458351.7671181,1,597267112815,20.13409996032715,/ztf/archive/sci/2018/0821/267095/ztf_20180821267095_000762_zg_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458352.6617708,1,598161772815,19.94029998779297,/ztf/archive/sci/2018/0822/161759/ztf_20180822161759_000762_zg_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458352.6798495,1,598179842815,19.8971004486084,/ztf/archive/sci/2018/0822/179838/ztf_20180822179838_000762_zg_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458352.6835995,1,598183592815,19.986600875854492,/ztf/archive/sci/2018/0822/183576/ztf_20180822183576_000762_zg_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,1,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458352.6972685,1,598197262815,19.962099075317383,/ztf/archive/sci/2018/0822/197234/ztf_20180822197234_000762_zg_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458352.7208796,2,598220872815,20.118000030517578,/ztf/archive/sci/2018/0822/220868/ztf_20180822220868_000762_zr_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458352.7363889,2,598236382815,20.09160041809082,/ztf/archive/sci/2018/0822/236389/ztf_20180822236389_000762_zr_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458352.7438773,2,598243872815,20.050899505615234,/ztf/archive/sci/2018/0822/243866/ztf_20180822243866_000762_zr_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,1,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458352.7557176,2,598255712815,20.063499450683594,/ztf/archive/sci/2018/0822/255706/ztf_20180822255706_000762_zr_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458353.6602546,2,599160252815,20.320999145507812,/ztf/archive/sci/2018/0823/160243/ztf_20180823160243_000762_zr_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458353.6779282,2,599177922815,20.362899780273438,/ztf/archive/sci/2018/0823/177917/ztf_20180823177917_000762_zr_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458353.6992361,2,599199232815,20.35449981689453,/ztf/archive/sci/2018/0823/199201/ztf_20180823199201_000762_zr_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458353.741794,2,599241792815,20.111400604248047,/ztf/archive/sci/2018/0823/241782/ztf_20180823241782_000762_zr_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458353.7558102,2,599255812815,20.167299270629883,/ztf/archive/sci/2018/0823/255799/ztf_20180823255799_000762_zr_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458353.7845139,2,599284512815,20.068899154663086,/ztf/archive/sci/2018/0823/284502/ztf_20180823284502_000762_zr_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458354.6604051,2,600160402815,19.75480079650879,/ztf/archive/sci/2018/0824/160394/ztf_20180824160394_000762_zr_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458354.6993866,2,600199382815,19.942699432373047,/ztf/archive/sci/2018/0824/199375/ztf_20180824199375_000762_zr_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458354.7181713,2,600218172815,19.607500076293945,/ztf/archive/sci/2018/0824/218160/ztf_20180824218160_000762_zr_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458354.7403472,2,600240342815,20.075599670410156,/ztf/archive/sci/2018/0824/240347/ztf_20180824240347_000762_zr_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458355.7410995,2,601241092815,20.02560043334961,/ztf/archive/sci/2018/0825/241088/ztf_20180825241088_000762_zr_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458355.7547569,2,601254752815,20.051000595092773,/ztf/archive/sci/2018/0825/254745/ztf_20180825254745_000762_zr_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458356.720544,2,602220542815,19.82900047302246,/ztf/archive/sci/2018/0826/220509/ztf_20180826220509_000762_zr_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458356.7214583,2,602221452815,19.751800537109375,/ztf/archive/sci/2018/0826/221458/ztf_20180826221458_000762_zr_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,1,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458356.7447685,2,602244762815,19.864900588989258,/ztf/archive/sci/2018/0826/244757/ztf_20180826244757_000762_zr_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458356.7688889,2,602268882815,19.725500106811523,/ztf/archive/sci/2018/0826/268877/ztf_20180826268877_000762_zr_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458357.6820949,2,603182092815,19.850500106811523,/ztf/archive/sci/2018/0827/182083/ztf_20180827182083_000762_zr_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458357.7378356,2,603237832815,19.760299682617188,/ztf/archive/sci/2018/0827/237824/ztf_20180827237824_000762_zr_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458357.7593634,2,603259362815,19.633800506591797,/ztf/archive/sci/2018/0827/259352/ztf_20180827259352_000762_zr_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458357.7841435,2,603284142815,19.558799743652344,/ztf/archive/sci/2018/0827/284120/ztf_20180827284120_000762_zr_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458358.6945718,2,604194572815,20.043800354003906,/ztf/archive/sci/2018/0828/194560/ztf_20180828194560_000762_zr_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458358.7202431,2,604220242815,19.95680046081543,/ztf/archive/sci/2018/0828/220220/ztf_20180828220220_000762_zr_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458358.7421065,2,604242102815,19.814599990844727,/ztf/archive/sci/2018/0828/242095/ztf_20180828242095_000762_zr_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458359.7171181,2,605217112815,19.74329948425293,/ztf/archive/sci/2018/0829/217106/ztf_20180829217106_000762_zr_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458359.718044,2,605218042815,19.636699676513672,/ztf/archive/sci/2018/0829/218032/ztf_20180829218032_000762_zr_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,1,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458359.7460069,2,605246002815,19.257699966430664,/ztf/archive/sci/2018/0829/245995/ztf_20180829245995_000762_zr_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458359.7679051,2,605267902815,19.85569953918457,/ztf/archive/sci/2018/0829/267894/ztf_20180829267894_000762_zr_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458360.6446759,1,606144672815,20.290000915527344,/ztf/archive/sci/2018/0830/144676/ztf_20180830144676_000762_zg_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458360.6546759,1,606154672815,20.435699462890625,/ztf/archive/sci/2018/0830/154664/ztf_20180830154664_000762_zg_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458360.7261343,2,606226132815,20.04669952392578,/ztf/archive/sci/2018/0830/226123/ztf_20180830226123_000762_zr_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458360.7463657,2,606246362815,20.13949966430664,/ztf/archive/sci/2018/0830/246354/ztf_20180830246354_000762_zr_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458360.7675463,2,606267542815,20.001100540161133,/ztf/archive/sci/2018/0830/267535/ztf_20180830267535_000762_zr_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458361.6657407,1,607165742815,20.83919906616211,/ztf/archive/sci/2018/0831/165718/ztf_20180831165718_000762_zg_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458361.6705671,1,607170562815,20.931900024414062,/ztf/archive/sci/2018/0831/170544/ztf_20180831170544_000762_zg_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458361.6989931,1,607198992815,20.802600860595703,/ztf/archive/sci/2018/0831/198958/ztf_20180831198958_000762_zg_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,6.07198992815015e+17,t,16.0,607.0,28.0,762.0,2992.3701171875,1309.6400146484375,249.5264257,47.2034778,20.423099517822266,0.20405900478363037,1.362280011177063,20.77869987487793,0.4043999910354614,0.4373820126056671,18.371999740600586,0.050999999046325684,4.5,0.1770000010728836,0.3636240065097809,0.3555929958820343,2.9000000953674316,0.718999981880188,80.12809753417969,0.023874999955296516,0.8811879754066467,0.7319999933242798,0.5809999704360962,0.2524139881134033,0.2003449946641922,1.2598999738693237,7.0,0.0,0.8433330059051514,0.9267820119857788,21.044700622558594,0.6445000171661377,249.5264494,47.2035951,7.39269,,,,,,ZTF18abrzzyk
2458361.744537,2,607244532815,20.215499877929688,/ztf/archive/sci/2018/0831/244525/ztf_20180831244525_000762_zr_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458361.7631597,2,607263152815,20.147499084472656,/ztf/archive/sci/2018/0831/263148/ztf_20180831263148_000762_zr_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458362.6385417,2,608138542815,20.54840087890625,/ztf/archive/sci/2018/0901/138519/ztf_20180901138519_000762_zr_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458362.6577199,2,608157712815,20.673900604248047,/ztf/archive/sci/2018/0901/157708/ztf_20180901157708_000762_zr_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458362.6586343,2,608158632815,20.699600219726562,/ztf/archive/sci/2018/0901/158623/ztf_20180901158623_000762_zr_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,1,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458362.6749306,2,608174932815,20.717899322509766,/ztf/archive/sci/2018/0901/174907/ztf_20180901174907_000762_zr_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,6.08174932815015e+17,t,4.0,608.0,28.0,762.0,2992.610107421875,1317.06005859375,249.5263943,47.2033805,20.534900665283203,0.29369398951530457,1.6612000465393066,21.2898006439209,0.7626000046730042,0.9523800015449524,17.667999267578125,0.07599999755620956,5.8470001220703125,0.4740000069141388,0.3641830086708069,0.7548699975013733,1.1986600160598755,0.8999999761581421,79.88919830322266,-0.5719280242919922,2.0,0.5389999747276306,0.4519999921321869,0.4496679902076721,0.3770869970321655,1.1924799680709839,8.0,0.0,0.7900000214576721,0.6842150092124939,20.768999099731445,0.5859000086784363,249.5264991,47.2036382,6.28468,,,,,,ZTF18abrzzyk
2458362.6950231,1,608195022815,20.782699584960938,/ztf/archive/sci/2018/0901/194988/ztf_20180901194988_000762_zg_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
2458362.701713,1,608201712815,20.837499618530273,/ztf/archive/sci/2018/0901/201701/ztf_20180901201701_000762_zg_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,1,t12_f5_c3,6.08201712815015e+17,t,13.0,608.0,28.0,762.0,2992.169921875,1303.530029296875,249.5265353,47.2034617,20.722200393676758,0.2654950022697449,0.9516739845275879,20.65290069580078,0.3440000116825104,0.5208359956741333,18.371999740600586,0.050999999046325684,4.5,0.1770000010728836,0.010401000268757343,-0.06928399950265884,1.305840015411377,0.421999990940094,80.33180236816406,0.18463799357414246,2.0,0.699999988079071,0.6399999856948853,0.5360559821128845,0.49010801315307617,1.09375,5.0,0.0,0.8500000238418579,0.9147999882698059,20.375,0.3321000039577484,249.5264494,47.2035951,5.14324,,,,,,ZTF18abrzzyk
2458362.7159838,1,608215982815,20.68950080871582,/ztf/archive/sci/2018/0901/215972/ztf_20180901215972_000762_zg_c08_o_q1_scimrefdiffimg.fits.fz,Kulkarni,2,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18abrzzyk
